task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
272,Enhance security for API,Hannah,Mobile,Medium,Pending,23-08-2025,24-08-2025,14,,"testing, backend"
273,Enhance security for API,Hannah,Mobile,Medium,In Progress,29-09-2025,17-10-2025,16,,"frontend, deployment"
274,Prepare deployment scripts,Carol,Backend,High,Completed,29-04-2025,06-05-2025,3,3,"testing, dashboard"
275,Analyze user activity data,Alice,QA,High,Pending,15-08-2025,02-09-2025,9,,optimization
276,Integrate payment gateway,David,QA,Low,Pending,29-09-2025,10-10-2025,11,,"backend, feedback"
277,Setup CI/CD pipeline,Bob,Mobile,High,In Progress,29-06-2025,18-07-2025,3,,"setup, alert, backend"
278,Deploy application to staging,Eve,Data,High,Pending,08-08-2025,29-08-2025,13,,"db, backend"
279,Update mobile app UI,Grace,QA,High,In Progress,03-06-2025,12-06-2025,11,,"optimization, alert, backend"
280,Create dashboard UI,Carol,UI/UX,Medium,In Progress,02-08-2025,14-08-2025,11,,"payment, feedback, integration"
281,Collect user feedback,Bob,Mobile,Medium,In Progress,19-07-2025,20-07-2025,16,,testing
282,Setup project database,Eve,Frontend,Medium,Pending,24-07-2025,26-07-2025,7,,"alert, payment, api"
283,Analyze user activity data,Alice,UI/UX,High,In Progress,07-08-2025,17-08-2025,4,,"testing, frontend"
284,Improve page load performance,Carol,Backend,Low,In Progress,31-07-2025,03-08-2025,9,,"frontend, integration, db"
285,Create marketing landing page,Hannah,UI/UX,High,Pending,19-07-2025,28-07-2025,8,,"db, design"
286,Implement user authentication API,David,Data,Medium,In Progress,28-08-2025,30-08-2025,10,,"db, testing"
287,Setup CI/CD pipeline,Grace,Frontend,Medium,Completed,01-10-2025,04-10-2025,1,1,api
288,Implement user authentication API,Frank,Mobile,Medium,In Progress,29-08-2025,15-09-2025,7,,"alert, api, testing"
289,Develop notification system,David,Backend,High,Completed,11-09-2025,21-09-2025,2,1,backend
290,Optimize database queries,Bob,Mobile,High,In Progress,12-10-2025,01-11-2025,2,,dashboard
291,Collect user feedback,Eve,Frontend,High,Pending,26-04-2025,03-05-2025,1,,"db, optimization, integration"
292,Enhance security for API,David,Mobile,Medium,In Progress,13-07-2025,27-07-2025,6,,"payment, backend"
293,Fix bug in login module,Hannah,Frontend,Medium,Completed,02-09-2025,10-09-2025,11,1,"alert, db"
294,Conduct code review,Grace,Data,Medium,Pending,13-05-2025,16-05-2025,12,,"frontend, feedback, optimization"
295,Prepare deployment scripts,Alice,QA,Medium,In Progress,02-10-2025,17-10-2025,3,,"db, feedback"
296,Write unit tests for backend,David,Backend,High,Completed,22-09-2025,28-09-2025,13,3,"testing, design"
297,Create dashboard UI,Bob,Mobile,High,In Progress,06-06-2025,22-06-2025,8,,"deployment, payment, backend"
298,Implement search functionality,Frank,UI/UX,Medium,Pending,11-08-2025,18-08-2025,6,,feedback
299,Write unit tests for backend,David,Frontend,Medium,In Progress,22-08-2025,30-08-2025,10,,"db, deployment, api"
300,Setup CI/CD pipeline,Grace,Frontend,Medium,In Progress,23-04-2025,27-04-2025,6,,"design, api"
301,Deploy application to staging,Hannah,DevOps,Low,In Progress,08-09-2025,29-09-2025,7,,"optimization, payment, alert"
302,Update mobile app UI,Alice,Data,Medium,In Progress,05-06-2025,21-06-2025,5,,"integration, payment"
303,Implement search functionality,Hannah,Frontend,High,Completed,30-08-2025,01-09-2025,11,1,"deployment, design, testing"
304,Write unit tests for backend,Carol,Mobile,Low,Pending,25-04-2025,16-05-2025,5,,"design, db"
305,Implement search functionality,David,Data,Medium,Completed,19-05-2025,29-05-2025,12,4,"alert, integration, dashboard"
306,Analyze user activity data,Frank,QA,Medium,Pending,17-09-2025,05-10-2025,3,,"frontend, api"
307,Integrate payment gateway,Bob,Backend,Low,Pending,01-06-2025,06-06-2025,2,,"db, dashboard, backend"
308,Analyze user activity data,Eve,Data,Medium,Pending,01-10-2025,20-10-2025,4,,"testing, frontend, feedback"
309,Prepare deployment scripts,Carol,DevOps,Low,Pending,18-04-2025,24-04-2025,11,,payment
310,Enhance security for API,Eve,DevOps,Medium,Pending,01-10-2025,20-10-2025,12,,design
311,Create dashboard UI,Carol,UI/UX,High,Pending,11-09-2025,26-09-2025,16,,"feedback, api"
312,Optimize database queries,Frank,Mobile,Medium,In Progress,16-06-2025,21-06-2025,13,,"db, integration"
313,Write unit tests for backend,Carol,QA,High,In Progress,24-07-2025,11-08-2025,11,,"api, backend"
314,Create dashboard UI,Frank,DevOps,High,In Progress,14-08-2025,15-08-2025,4,,"payment, backend"
315,Design login page,David,Mobile,Medium,In Progress,18-08-2025,01-09-2025,12,,"payment, api, setup"
316,Setup project database,Alice,QA,Low,Pending,01-05-2025,19-05-2025,4,,"setup, alert, feedback"
317,Write unit tests for backend,Bob,DevOps,Medium,In Progress,22-06-2025,05-07-2025,6,,setup
318,Setup CI/CD pipeline,David,Data,Medium,In Progress,03-07-2025,13-07-2025,6,,"deployment, optimization, backend"
319,Update mobile app UI,Carol,Data,Medium,In Progress,06-06-2025,11-06-2025,6,,"deployment, setup"
320,Analyze user activity data,Grace,DevOps,High,Pending,23-07-2025,05-08-2025,13,,design
321,Setup project database,Bob,Backend,Low,In Progress,20-06-2025,08-07-2025,5,,"testing, dashboard, backend"
322,Update mobile app UI,Alice,Mobile,Medium,Completed,02-08-2025,23-08-2025,7,5,"feedback, frontend, db"
323,Implement search functionality,Carol,Mobile,Medium,Completed,14-10-2025,31-10-2025,11,1,"api, integration, db"
324,Develop notification system,Carol,QA,Low,In Progress,29-04-2025,02-05-2025,13,,"alert, dashboard"
325,Design login page,Alice,UI/UX,Medium,Completed,21-09-2025,24-09-2025,16,4,"backend, integration, deployment"
326,Analyze user activity data,Bob,Backend,High,Pending,12-07-2025,17-07-2025,7,,"design, integration"
327,Setup CI/CD pipeline,David,QA,Medium,In Progress,20-05-2025,10-06-2025,3,,"payment, testing, design"
328,Update mobile app UI,Bob,Backend,High,In Progress,29-07-2025,07-08-2025,10,,alert
329,Improve page load performance,Alice,Mobile,High,In Progress,16-06-2025,07-07-2025,11,,dashboard
330,Deploy application to staging,Frank,UI/UX,Medium,Pending,24-07-2025,03-08-2025,15,,"payment, testing, integration"
331,Implement search functionality,Bob,Backend,Medium,In Progress,17-06-2025,20-06-2025,16,,"api, alert"
332,Fix bug in login module,Eve,Backend,High,In Progress,01-06-2025,22-06-2025,7,,testing
333,Conduct code review,Bob,Backend,High,In Progress,12-10-2025,24-10-2025,9,,integration
334,Create marketing landing page,Frank,UI/UX,Medium,Completed,21-08-2025,23-08-2025,9,7,"deployment, db, optimization"
335,Setup CI/CD pipeline,Eve,QA,Medium,Pending,14-06-2025,04-07-2025,14,,payment
336,Fix bug in login module,Hannah,QA,Medium,Pending,13-09-2025,01-10-2025,15,,"api, testing"
337,Optimize database queries,Alice,Data,Medium,Completed,30-08-2025,01-09-2025,4,1,"api, db, setup"
338,Design login page,Grace,Data,Medium,Pending,22-09-2025,30-09-2025,3,,"api, testing"
339,Deploy application to staging,Alice,QA,High,Pending,15-04-2025,05-05-2025,5,,db
340,Create marketing landing page,David,Backend,Medium,Completed,11-05-2025,01-06-2025,15,8,dashboard
341,Integrate payment gateway,Grace,Data,Medium,Completed,26-07-2025,30-07-2025,9,6,"frontend, setup"
342,Setup project database,Bob,Backend,Low,In Progress,30-09-2025,09-10-2025,8,,"frontend, deployment"
343,Improve page load performance,Carol,Frontend,Low,In Progress,29-09-2025,09-10-2025,4,,"setup, testing"
344,Optimize database queries,Hannah,DevOps,High,In Progress,28-07-2025,01-08-2025,7,,"dashboard, feedback"
345,Conduct code review,Alice,UI/UX,Medium,In Progress,23-09-2025,03-10-2025,15,,"db, design, optimization"
346,Write unit tests for backend,Grace,UI/UX,Medium,In Progress,10-07-2025,26-07-2025,7,,"feedback, frontend"
347,Update mobile app UI,Frank,UI/UX,Medium,Completed,18-07-2025,04-08-2025,2,2,"integration, backend"
348,Setup project database,Eve,QA,Medium,In Progress,01-08-2025,04-08-2025,13,,"feedback, design, payment"
349,Prepare deployment scripts,Bob,Frontend,High,In Progress,06-05-2025,26-05-2025,4,,"testing, payment"
350,Setup project database,Grace,Frontend,High,Completed,16-04-2025,22-04-2025,11,4,"payment, api"
351,Implement user authentication API,Alice,QA,Low,In Progress,29-08-2025,15-09-2025,5,,"integration, api"
352,Setup project database,Alice,QA,High,In Progress,17-05-2025,01-06-2025,5,,"frontend, setup, integration"
353,Setup CI/CD pipeline,Grace,Mobile,Low,In Progress,14-08-2025,27-08-2025,9,,"optimization, design, integration"
354,Conduct code review,Grace,Backend,Medium,In Progress,20-09-2025,08-10-2025,15,,"optimization, frontend"
355,Create marketing landing page,Frank,QA,Medium,Pending,05-10-2025,09-10-2025,8,,deployment
356,Design login page,Eve,DevOps,Low,Completed,22-06-2025,12-07-2025,12,4,"design, payment"
357,Develop notification system,Grace,Mobile,Low,In Progress,28-06-2025,06-07-2025,7,,alert
358,Develop notification system,David,Frontend,High,Completed,28-08-2025,02-09-2025,1,1,"feedback, deployment"
359,Write unit tests for backend,Alice,Data,Medium,In Progress,12-08-2025,31-08-2025,13,,backend
360,Optimize database queries,Eve,Data,Medium,Completed,20-08-2025,06-09-2025,6,1,"design, payment"
361,Update mobile app UI,Frank,QA,Low,In Progress,30-07-2025,13-08-2025,5,,"payment, api"
362,Create dashboard UI,Hannah,Data,Medium,In Progress,16-05-2025,27-05-2025,1,,"frontend, testing, dashboard"
363,Integrate payment gateway,Alice,Mobile,Medium,Completed,21-09-2025,05-10-2025,6,2,"testing, api"
364,Prepare deployment scripts,Alice,Data,Medium,Pending,03-10-2025,13-10-2025,16,,"testing, alert, dashboard"
365,Enhance security for API,David,UI/UX,Medium,In Progress,16-05-2025,27-05-2025,16,,"deployment, payment"
366,Optimize database queries,David,Frontend,Low,Completed,23-05-2025,31-05-2025,4,4,"backend, db"
367,Create marketing landing page,Bob,QA,Medium,Completed,18-05-2025,23-05-2025,14,6,"setup, dashboard, alert"
368,Fix bug in login module,Alice,Backend,Low,Pending,14-07-2025,02-08-2025,11,,"alert, deployment"
369,Design login page,Hannah,QA,Medium,In Progress,25-08-2025,10-09-2025,8,,"testing, db"
370,Improve page load performance,Carol,QA,Medium,In Progress,08-06-2025,09-06-2025,3,,"frontend, deployment"
371,Collect user feedback,Hannah,Frontend,Low,In Progress,19-08-2025,30-08-2025,9,,"integration, dashboard"
372,Integrate payment gateway,Carol,DevOps,Medium,Pending,20-05-2025,01-06-2025,7,,dashboard
373,Setup CI/CD pipeline,David,Data,High,Completed,14-06-2025,15-06-2025,16,13,dashboard
374,Conduct code review,Grace,DevOps,High,Pending,08-07-2025,13-07-2025,5,,"deployment, dashboard, design"
375,Analyze user activity data,Hannah,Data,Medium,Completed,09-08-2025,23-08-2025,10,4,"design, payment"
376,Prepare deployment scripts,Bob,Data,Low,In Progress,21-09-2025,27-09-2025,10,,"backend, integration"
377,Implement user authentication API,Alice,Data,High,In Progress,12-06-2025,01-07-2025,2,,"dashboard, api, frontend"
378,Collect user feedback,Grace,QA,Medium,Completed,15-08-2025,31-08-2025,13,1,setup
379,Write unit tests for backend,Hannah,UI/UX,Medium,Pending,08-09-2025,12-09-2025,3,,"setup, payment, dashboard"
380,Create dashboard UI,Carol,QA,Medium,Pending,28-05-2025,02-06-2025,15,,testing
381,Update mobile app UI,Grace,Mobile,High,In Progress,12-05-2025,14-05-2025,3,,"optimization, integration, feedback"
382,Improve page load performance,David,DevOps,Medium,In Progress,28-05-2025,06-06-2025,9,,feedback
383,Deploy application to staging,Hannah,UI/UX,Medium,Completed,18-08-2025,03-09-2025,13,5,"deployment, backend, optimization"
384,Create marketing landing page,Bob,Mobile,Medium,Pending,24-04-2025,26-04-2025,3,,"setup, alert, integration"
385,Integrate payment gateway,Grace,Mobile,Low,In Progress,25-06-2025,28-06-2025,16,,optimization
386,Develop notification system,Carol,UI/UX,Low,In Progress,18-08-2025,19-08-2025,1,,"integration, setup, testing"
387,Design login page,Grace,Backend,Medium,In Progress,27-09-2025,06-10-2025,14,,"frontend, dashboard, feedback"
388,Improve page load performance,Grace,QA,Low,Pending,03-05-2025,08-05-2025,10,,db
389,Integrate payment gateway,Carol,UI/UX,Medium,Pending,14-05-2025,18-05-2025,9,,optimization
390,Optimize database queries,Hannah,UI/UX,Medium,Pending,05-06-2025,15-06-2025,15,,"frontend, integration"
391,Create marketing landing page,Bob,Mobile,Medium,Completed,08-08-2025,15-08-2025,6,1,"setup, alert, integration"
392,Deploy application to staging,Carol,Backend,High,Pending,16-07-2025,05-08-2025,11,,"design, frontend, api"
393,Analyze user activity data,Frank,Mobile,High,Completed,02-09-2025,05-09-2025,3,1,db
394,Setup CI/CD pipeline,Carol,Mobile,Medium,Pending,12-05-2025,24-05-2025,10,,"db, design, feedback"
395,Setup CI/CD pipeline,David,Mobile,High,Pending,29-06-2025,08-07-2025,10,,"db, feedback, testing"
396,Deploy application to staging,Alice,UI/UX,Medium,Pending,28-04-2025,10-05-2025,16,,frontend
397,Design login page,Bob,Data,High,In Progress,16-06-2025,03-07-2025,6,,"feedback, deployment, db"
398,Update mobile app UI,Bob,Mobile,Medium,In Progress,15-08-2025,25-08-2025,7,,db
399,Enhance security for API,David,Mobile,Medium,Completed,22-06-2025,25-06-2025,1,1,"dashboard, payment, backend"
400,Optimize database queries,Bob,Data,High,In Progress,06-08-2025,25-08-2025,13,,"db, design"
401,Develop notification system,Carol,DevOps,Low,Pending,27-09-2025,01-10-2025,13,,"setup, optimization, testing"
402,Analyze user activity data,David,Frontend,Medium,Completed,07-06-2025,09-06-2025,2,2,deployment
403,Write unit tests for backend,Frank,DevOps,High,Completed,26-05-2025,09-06-2025,10,1,"api, backend"
404,Deploy application to staging,David,Frontend,Medium,In Progress,26-05-2025,10-06-2025,1,,api
405,Optimize database queries,Frank,QA,Medium,Pending,26-07-2025,30-07-2025,14,,"optimization, db, payment"
406,Integrate payment gateway,Frank,DevOps,Medium,In Progress,21-05-2025,22-05-2025,5,,backend
407,Create dashboard UI,Bob,Frontend,High,Pending,31-05-2025,13-06-2025,13,,integration
408,Implement search functionality,Bob,QA,High,Pending,21-05-2025,22-05-2025,3,,"dashboard, deployment, backend"
409,Enhance security for API,Carol,Backend,High,In Progress,25-04-2025,12-05-2025,4,,"payment, testing"
410,Create dashboard UI,Eve,Mobile,Low,Pending,27-07-2025,09-08-2025,8,,"optimization, feedback, api"
411,Write unit tests for backend,Grace,DevOps,Medium,Pending,03-06-2025,04-06-2025,3,,alert
412,Deploy application to staging,Carol,QA,Low,In Progress,18-04-2025,05-05-2025,11,,testing
413,Integrate payment gateway,Hannah,Frontend,Medium,Pending,24-09-2025,02-10-2025,16,,"dashboard, design"
414,Setup project database,Alice,Frontend,Medium,Completed,02-09-2025,05-09-2025,7,2,"alert, payment"
415,Prepare deployment scripts,David,Mobile,High,Pending,20-08-2025,26-08-2025,16,,"frontend, alert, testing"
416,Write unit tests for backend,Grace,DevOps,Medium,Completed,05-07-2025,19-07-2025,9,6,"design, dashboard, setup"
417,Create marketing landing page,Frank,DevOps,Low,Completed,21-04-2025,09-05-2025,11,3,"backend, setup, db"
418,Develop notification system,Carol,Mobile,Medium,Completed,07-08-2025,13-08-2025,2,2,feedback
419,Fix bug in login module,Carol,UI/UX,Medium,Pending,04-08-2025,12-08-2025,12,,"setup, testing"
420,Enhance security for API,Bob,Backend,Medium,Pending,01-10-2025,19-10-2025,9,,"setup, backend, optimization"
421,Create marketing landing page,Frank,Frontend,High,Pending,29-06-2025,14-07-2025,5,,"feedback, alert"
422,Update mobile app UI,Eve,UI/UX,Medium,Completed,03-08-2025,10-08-2025,10,8,design
423,Update mobile app UI,Alice,Frontend,Medium,Pending,27-04-2025,14-05-2025,11,,"setup, backend, frontend"
424,Implement user authentication API,David,Mobile,Medium,In Progress,01-07-2025,06-07-2025,10,,setup
425,Setup project database,Bob,Data,Low,Pending,08-08-2025,28-08-2025,7,,"api, optimization"
426,Update mobile app UI,Hannah,QA,High,Pending,10-05-2025,27-05-2025,7,,db
427,Write unit tests for backend,Carol,UI/UX,Medium,In Progress,11-09-2025,29-09-2025,6,,backend
428,Implement user authentication API,Eve,QA,Medium,In Progress,28-05-2025,05-06-2025,3,,integration
429,Integrate payment gateway,Frank,Frontend,Medium,In Progress,15-04-2025,18-04-2025,5,,"db, setup, frontend"
430,Implement search functionality,Bob,DevOps,Medium,Completed,03-08-2025,18-08-2025,12,1,"testing, api"
431,Design login page,David,Backend,Low,In Progress,02-07-2025,20-07-2025,10,,db
432,Optimize database queries,Grace,Data,Medium,In Progress,24-09-2025,08-10-2025,16,,"dashboard, backend, db"
433,Create marketing landing page,Carol,UI/UX,High,Pending,16-04-2025,30-04-2025,8,,"optimization, integration"
434,Design login page,Alice,Frontend,Medium,Pending,27-07-2025,07-08-2025,6,,deployment
435,Enhance security for API,Frank,Frontend,High,In Progress,02-06-2025,16-06-2025,15,,"backend, testing"
436,Collect user feedback,Carol,QA,High,In Progress,22-05-2025,10-06-2025,15,,optimization
437,Deploy application to staging,Eve,QA,Medium,Pending,13-08-2025,25-08-2025,10,,db
438,Setup project database,Frank,Backend,High,In Progress,26-08-2025,11-09-2025,12,,"dashboard, frontend"
439,Integrate payment gateway,Bob,Data,Low,In Progress,15-05-2025,21-05-2025,16,,"backend, db"
